Under 30,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Total Charges,Total Revenue,Satisfaction Score,Churn Label
No,Yes,0,1,63,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,6444.05,7562.3,4,No
No,No,0,0,14,Offer D,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,767.55,1026.27,4,No
No,No,0,0,39,Offer C,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,4040.65,4710.280000000001,4,No
No,Yes,2,1,47,None,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,2768.65,2768.65,3,No
No,Yes,0,1,19,Offer D,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,1672.35,2319.2999999999997,3,No
No,No,0,0,17,Offer D,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,1345.65,2109.9700000000003,5,No
No,No,0,0,42,None,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2077.95,2443.77,5,No
Yes,Yes,2,1,71,Offer A,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,1663.5,3751.61,5,No
No,No,0,0,57,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,1094.35,2216.6800000000003,5,No
Yes,Yes,0,8,72,Offer A,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,7719.5,8488.46,4,No
Yes,No,0,0,6,None,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,514.6,758.44,5,No
Yes,Yes,0,1,61,None,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,4932.5,6354.41,3,No
No,Yes,2,10,48,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,5443.65,6047.009999999999,3,No
No,No,0,0,16,Offer D,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,330.25,865.29,3,No
No,No,0,0,3,None,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,122.7,169.47,4,No
No,No,0,0,65,Offer B,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,6631.85,8435.6,3,No
No,Yes,3,3,70,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,8250.0,9045.2,4,No
No,Yes,0,6,60,Offer B,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,3561.15,4475.55,3,No
Yes,Yes,0,7,69,Offer A,Yes,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,1763.55,3287.0699999999997,4,No
No,No,0,0,22,Offer D,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,470.2,1216.44,5,No
Yes,Yes,1,8,66,Offer A,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,5234.95,7545.61,5,No
No,Yes,3,10,34,Offer C,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,3097.0,3778.7,4,No
No,Yes,1,4,72,Offer A,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,1709.1,3189.42,3,No
No,Yes,2,7,31,Offer C,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,1848.8,1848.8,3,No
No,No,2,0,30,Offer C,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,723.3,851.4,3,No
No,Yes,0,3,65,Offer B,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,6914.95,9621.1,3,No
No,Yes,1,8,30,Offer C,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,602.9,950.9,4,No
No,No,0,0,6,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,124.4,187.64,5,No
No,No,0,0,2,None,No,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,96.8,96.8,5,No
No,Yes,3,0,53,Offer B,Yes,Yes,Cable,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,3827.9,5288.58,4,No
No,Yes,2,2,61,Offer B,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,2961.4,5575.25,3,No
No,No,0,0,13,Offer D,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,995.35,1544.55,4,No
No,Yes,0,9,2,None,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,154.8,169.78,3,No
No,No,0,0,3,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,257.6,300.65000000000003,4,No
No,No,0,0,62,Offer B,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,5757.2,7759.18,3,No
Yes,Yes,2,1,72,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,7517.7,10824.66,3,No
No,Yes,0,2,63,Offer B,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,1234.8,3651.4799999999996,3,No
Yes,Yes,0,4,62,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,6001.45,7893.07,4,No
No,No,0,0,15,Offer D,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,720.1,1118.2,4,No
No,No,0,0,55,Offer B,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,2832.75,3031.85,3,No
No,No,0,0,11,Offer D,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,472.25,793.01,3,No
Yes,No,0,0,61,Offer B,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,1336.35,2916.8599999999997,4,No
No,Yes,0,7,71,Offer A,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,6388.65,7801.549999999999,3,No
No,No,0,0,35,Offer C,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,677.9,826.3,4,No
No,No,0,0,17,Offer D,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,1165.6,1875.86,3,No
Yes,Yes,0,1,47,Offer B,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,921.55,3078.8499999999995,5,No
No,Yes,0,9,3,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,72.0,107.31,3,No
No,No,0,0,3,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,68.35,175.12,5,No
No,No,0,0,1,None,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.0,70.15,4,No
No,Yes,2,4,44,Offer B,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,4295.35,5422.59,5,No
No,No,0,0,18,Offer D,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1380.4,1650.5800000000002,4,No
Yes,Yes,0,1,65,Offer B,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,4386.2,4470.05,4,No
No,No,0,0,3,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,52.05,88.2,5,No
Yes,Yes,0,3,33,Offer C,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,2018.4,2542.77,3,No
No,No,0,0,34,Offer C,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,2727.3,2908.1800000000003,4,No
No,Yes,1,8,14,Offer D,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,263.65,478.27,4,No
Yes,No,0,0,13,Offer D,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,275.4,561.53,4,No
Yes,Yes,3,1,23,None,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,538.5,1642.96,5,No
No,Yes,3,10,47,Offer B,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,948.9,2901.2799999999997,3,No
No,No,3,0,17,None,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,846.8,1622.17,3,No
No,No,0,0,69,Offer A,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,5897.4,7171.83,3,No
No,No,0,0,10,None,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,524.5,1014.9,4,No
No,Yes,1,0,12,None,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,269.65,583.69,3,No
No,Yes,2,4,39,Offer C,No,Yes,Cable,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,2341.5,4218.96,3,No
No,Yes,1,9,71,Offer A,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,1626.4,2974.69,4,No
Yes,Yes,1,3,33,Offer C,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,800.3,856.7299999999999,4,No
Yes,Yes,0,4,9,None,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,466.6,579.9100000000001,4,No
No,Yes,0,3,52,Offer B,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,4627.8,5624.84,3,No
Yes,No,0,0,70,Offer A,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,6838.6,7425.900000000001,5,No
No,No,0,0,1,None,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,100.2,4,No
No,No,0,0,1,Offer E,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.3,87.25,5,No
No,No,0,0,52,Offer B,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,4297.6,6528.4,4,No
Yes,No,0,0,6,Offer E,No,Yes,DSL,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,414.1,688.12,5,No
No,Yes,0,3,7,Offer E,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,256.6,256.6,4,No
Yes,No,0,0,26,Offer C,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,One Year,Yes,Credit Card,2274.1,3466.44,3,No
No,Yes,1,6,25,Offer C,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,1296.8,2246.05,4,No
Yes,No,0,0,69,Offer A,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,1268.85,4200.66,3,No
No,No,0,0,72,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,8192.6,10729.880000000001,4,No
No,No,0,0,4,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,59.25,198.69,5,No
No,Yes,2,10,59,Offer B,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,1147.85,2254.1,3,No
Yes,No,0,0,67,Offer A,No,Yes,Cable,Yes,No,Yes,No,No,Yes,Yes,No,Two Year,No,Bank Withdrawal,4361.55,7734.13,4,No
Yes,No,0,0,27,Offer C,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,2078.95,3399.5199999999995,3,No
No,Yes,2,5,72,Offer A,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,7609.75,10205.35,3,No
No,No,0,0,6,Offer E,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,487.05,702.33,3,No
No,Yes,2,9,62,Offer B,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,1218.45,1909.75,5,No
Yes,No,0,0,20,None,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,1416.2,2066.2,3,No
No,No,0,0,6,Offer E,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card,483.3,772.84,3,No
No,No,0,0,51,Offer B,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,1234.6,2156.17,3,No
No,Yes,2,6,61,Offer B,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,1311.6,2861.0,3,No
No,No,0,0,72,Offer A,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,6185.15,6795.71,3,No
Yes,Yes,3,7,38,Offer C,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,756.4,2652.6,4,No
No,No,0,0,18,None,No,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,550.35,550.35,4,No
No,Yes,1,4,56,None,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,4793.8,5436.68,4,No
No,No,0,0,36,Offer C,No,Yes,Cable,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1267.2,1267.2,4,No
No,Yes,0,3,70,Offer A,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,5706.2,5781.099999999999,3,No
No,No,0,0,68,None,No,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,3085.35,3085.35,3,No
No,No,3,0,1,None,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,24.7,24.7,4,No
Yes,No,0,0,37,None,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,3541.4,5208.62,5,No
Yes,No,3,0,4,Offer E,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,84.2,240.07999999999998,5,No
No,No,0,0,1,Offer E,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.7,88.75,3,No
No,No,0,0,20,None,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,1165.55,1165.55,3,No
No,Yes,1,7,72,None,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,4855.35,6004.47,3,No
No,Yes,0,6,11,None,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,608.15,1094.35,3,No
No,Yes,1,0,33,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,641.35,1054.18,4,No
No,No,0,0,1,Offer E,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,35.9,35.9,5,No
No,Yes,0,8,16,None,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,1321.3,2057.3,3,No
No,Yes,2,6,22,None,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,1663.75,2459.05,3,No
No,Yes,1,6,49,None,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,3024.15,4753.360000000001,3,No
No,Yes,2,8,36,None,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,2188.5,3896.7,3,No
No,No,0,0,31,None,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,2724.25,4062.77,4,No
No,Yes,0,8,5,Offer E,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,413.25,491.95,3,No
No,Yes,1,4,66,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,1374.2,1890.98,3,No
No,No,0,0,64,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,6692.65,9625.13,4,No
No,Yes,3,7,10,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,218.5,356.8,4,No
No,No,0,0,29,None,No,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,1004.75,1004.75,5,No
No,No,0,0,57,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,1125.6,1221.9299999999998,5,No
No,No,0,0,46,None,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,3847.6,5938.02,4,No
No,No,0,0,53,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,978.0,2206.01,3,No
No,No,0,0,17,None,No,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,1387.35,1603.08,3,No
No,Yes,1,9,38,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,746.05,1765.9699999999998,4,No
No,No,0,0,15,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,304.6,387.70000000000005,4,No
No,No,0,0,22,None,No,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1098.85,1098.85,3,No
Yes,Yes,0,2,57,None,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,4368.95,4746.86,4,No
No,Yes,3,9,1,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.35,50.44,5,No
Yes,Yes,1,3,12,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,262.05,858.45,4,No
No,No,1,0,36,None,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3512.5,4279.3,3,No
No,No,0,0,2,None,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,151.75,159.27,4,No
No,Yes,1,9,72,None,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,8033.1,9766.86,3,No
Yes,No,0,0,62,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,1253.65,2132.19,5,No
Yes,No,0,0,6,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,552.65,819.17,5,No
No,Yes,0,4,48,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,1036.0,2622.88,3,No
No,No,0,0,35,None,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,4025.5,4727.95,3,No
Yes,No,2,0,52,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,928.4,2106.2,4,No
No,No,0,0,1,None,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.9,24.9,4,No
No,Yes,0,8,71,None,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,6506.15,7366.67,3,No
No,Yes,3,5,67,None,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,5598.3,5830.79,4,No
No,Yes,1,2,23,Offer D,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,678.75,678.75,4,No
No,No,3,0,39,None,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,2191.7,2191.7,4,No
No,Yes,3,9,15,Offer D,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,239.75,980.15,4,No
No,Yes,3,1,24,None,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,609.05,785.93,5,No
Yes,Yes,2,1,37,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,683.75,782.91,5,No
Yes,No,0,0,54,None,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,5060.9,7845.28,3,No
Yes,No,0,0,3,None,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,233.65,263.95,3,No
Yes,No,0,0,5,None,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,291.45,425.75,4,No
Yes,No,0,0,33,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,689.75,1167.5900000000001,3,No
No,No,0,0,41,None,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,3263.9,3516.46,3,No
No,Yes,1,0,34,None,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,1993.2,1993.2,4,No
No,Yes,1,1,13,Offer D,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,254.5,467.7,3,No
No,No,0,0,20,Offer D,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,347.65,1024.85,5,No
No,No,3,0,41,None,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,1841.9,3438.44,5,No
No,No,0,0,13,Offer D,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,232.1,834.0,5,No
No,Yes,3,1,35,None,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,809.25,1287.7,4,No
Yes,No,0,0,4,None,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,360.55,406.55,4,No
No,No,0,0,7,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,129.15,406.28,5,No
No,Yes,0,1,53,None,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,5835.5,6189.54,3,No
No,No,0,0,5,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,109.6,283.6,3,No
No,No,1,0,12,Offer D,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,893.0,1206.56,3,No
No,Yes,2,1,38,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,763.1,2158.46,3,No
No,No,0,0,9,None,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,781.4,1226.82,5,No
No,Yes,0,1,13,Offer D,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,902.25,1088.41,3,No
No,Yes,1,1,47,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,1016.7,1084.38,5,No
No,Yes,0,1,61,None,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,5943.65,6867.799999999999,4,No
Yes,No,0,0,16,Offer D,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,275.7,341.78,3,No
Yes,Yes,2,1,41,None,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,3126.45,4450.34,3,No
No,No,3,0,43,None,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,1070.15,2387.67,4,No
Yes,No,0,0,6,None,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,340.4,565.8199999999999,5,No
No,No,0,0,58,None,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,4299.2,6754.34,3,No
No,No,0,0,19,Offer D,No,Yes,Cable,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,1093.2,1976.5100000000002,3,No
No,Yes,0,1,11,Offer D,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,521.9,664.3499999999999,5,No
No,No,0,0,39,None,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,1630.4,1630.4,3,No
No,No,1,0,26,None,Yes,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,1265.65,1840.49,5,No
No,Yes,3,1,70,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,1401.4,4105.5,3,No
Yes,No,0,0,59,None,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,1510.5,3038.01,4,No
No,No,0,0,7,None,No,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,264.8,264.8,4,No
No,Yes,2,1,59,None,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,4541.9,5482.36,4,No
Yes,Yes,3,1,61,None,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,4976.15,6986.709999999999,4,No
Yes,Yes,3,4,72,None,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,7542.25,8152.01,3,No
Yes,Yes,1,6,13,Offer D,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,251.25,468.87,5,No
